Municipios;Distritos;Secciones;Indicadores demográficos;Periodo;Total
28079 Madrid;2807901 Madrid distrito 01;2807901057 Madrid sección 01057;Porcentaje de población menor de 18 años;2022;7,4
28079 Madrid;2807901 Madrid distrito 01;2807901057 Madrid sección 01057;Porcentaje de población de 65 y más años;2022;28,4
28079 Madrid;2807901 Madrid distrito 01;2807901057 Madrid sección 01057;Población;2022;1.377
28079 Madrid;2807901 Madrid distrito 01;2807901057 Madrid sección 01057;Porcentaje de población española;2022;84,6
28079 Madrid;2807901 Madrid distrito 01;2807901058 Madrid sección 01058;Edad media de la población;2022;44,8
28079 Madrid;2807901 Madrid distrito 01;2807901058 Madrid sección 01058;Porcentaje de población menor de 18 años;2022;9,1
28079 Madrid;2807901 Madrid distrito 01;2807901058 Madrid sección 01058;Porcentaje de población de 65 y más años;2022;19,6
28079 Madrid;2807901 Madrid distrito 01;2807901058 Madrid sección 01058;Población;2022;706
28079 Madrid;2807901 Madrid distrito 01;2807901058 Madrid sección 01058;Porcentaje de población española;2022;79
28079 Madrid;2807901 Madrid distrito 01;2807901059 Madrid sección 01059;Edad media de la población;2022;44,5
28079 Madrid;2807901 Madrid distrito 01;2807901059 Madrid sección 01059;Porcentaje de población menor de 18 años;2022;7,1
28079 Madrid;2807901 Madrid distrito 01;2807901059 Madrid sección 01059;Porcentaje de población de 65 y más años;2022;18,4
28079 Madrid;2807901 Madrid distrito 01;2807901059 Madrid sección 01059;Población;2022;1.505
28079 Madrid;2807901 Madrid distrito 01;2807901059 Madrid sección 01059;Porcentaje de población española;2022;74,6
28079 Madrid;2807901 Madrid distrito 01;2807901061 Madrid sección 01061;Edad media de la población;2022;43,7
28079 Madrid;2807901 Madrid distrito 01;2807901061 Madrid sección 01061;Porcentaje de población menor de 18 años;2022;10,9
28079 Madrid;2807901 Madrid distrito 01;2807901061 Madrid sección 01061;Porcentaje de población de 65 y más años;2022;19,2
28079 Madrid;2807901 Madrid distrito 01;2807901061 Madrid sección 01061;Población;2022;843
28079 Madrid;2807901 Madrid distrito 01;2807901061 Madrid sección 01061;Porcentaje de población española;2022;77,1
28079 Madrid;2807901 Madrid distrito 01;2807901062 Madrid sección 01062;Edad media de la población;2022;46,4
28079 Madrid;2807901 Madrid distrito 01;2807901062 Madrid sección 01062;Porcentaje de población menor de 18 años;2022;5,8
28079 Madrid;2807901 Madrid distrito 01;2807901062 Madrid sección 01062;Porcentaje de población de 65 y más años;2022;20,4
28079 Madrid;2807901 Madrid distrito 01;2807901062 Madrid sección 01062;Población;2022;951
28079 Madrid;2807901 Madrid distrito 01;2807901062 Madrid sección 01062;Porcentaje de población española;2022;73,6
28079 Madrid;2807901 Madrid distrito 01;2807901063 Madrid sección 01063;Edad media de la población;2022;44,8
28079 Madrid;2807901 Madrid distrito 01;2807901063 Madrid sección 01063;Porcentaje de población menor de 18 años;2022;8
28079 Madrid;2807901 Madrid distrito 01;2807901063 Madrid sección 01063;Porcentaje de población de 65 y más años;2022;17,1
28079 Madrid;2807901 Madrid distrito 01;2807901063 Madrid sección 01063;Población;2022;753
28079 Madrid;2807901 Madrid distrito 01;2807901063 Madrid sección 01063;Porcentaje de población española;2022;75,2
28079 Madrid;2807901 Madrid distrito 01;2807901064 Madrid sección 01064;Edad media de la población;2022;45,6
28079 Madrid;2807901 Madrid distrito 01;2807901064 Madrid sección 01064;Porcentaje de población menor de 18 años;2022;6
28079 Madrid;2807901 Madrid distrito 01;2807901064 Madrid sección 01064;Porcentaje de población de 65 y más años;2022;18,4
28079 Madrid;2807901 Madrid distrito 01;2807901064 Madrid sección 01064;Población;2022;798
28079 Madrid;2807901 Madrid distrito 01;2807901064 Madrid sección 01064;Porcentaje de población española;2022;75,7
28079 Madrid;2807901 Madrid distrito 01;2807901065 Madrid sección 01065;Edad media de la población;2022;45,5
28079 Madrid;2807901 Madrid distrito 01;2807901065 Madrid sección 01065;Porcentaje de población menor de 18 años;2022;7,1
28079 Madrid;2807901 Madrid distrito 01;2807901065 Madrid sección 01065;Porcentaje de población de 65 y más años;2022;18
28079 Madrid;2807901 Madrid distrito 01;2807901065 Madrid sección 01065;Población;2022;744
28079 Madrid;2807901 Madrid distrito 01;2807901065 Madrid sección 01065;Porcentaje de población española;2022;78,9
28079 Madrid;2807901 Madrid distrito 01;2807901066 Madrid sección 01066;Edad media de la población;2022;43,8
28079 Madrid;2807901 Madrid distrito 01;2807901066 Madrid sección 01066;Porcentaje de población menor de 18 años;2022;6,4
28079 Madrid;2807901 Madrid distrito 01;2807901066 Madrid sección 01066;Porcentaje de población de 65 y más años;2022;16,6
28079 Madrid;2807901 Madrid distrito 01;2807901066 Madrid sección 01066;Población;2022;1.268
28079 Madrid;2807901 Madrid distrito 01;2807901066 Madrid sección 01066;Porcentaje de población española;2022;68,9
28079 Madrid;2807901 Madrid distrito 01;2807901067 Madrid sección 01067;Edad media de la población;2022;43,6
28079 Madrid;2807901 Madrid distrito 01;2807901067 Madrid sección 01067;Porcentaje de población menor de 18 años;2022;7,7
28079 Madrid;2807901 Madrid distrito 01;2807901067 Madrid sección 01067;Porcentaje de población de 65 y más años;2022;15,8
28079 Madrid;2807901 Madrid distrito 01;2807901067 Madrid sección 01067;Población;2022;1.220
28079 Madrid;2807901 Madrid distrito 01;2807901067 Madrid sección 01067;Porcentaje de población española;2022;67,7
28079 Madrid;2807901 Madrid distrito 01;2807901068 Madrid sección 01068;Edad media de la población;2022;44,8
28079 Madrid;2807901 Madrid distrito 01;2807901068 Madrid sección 01068;Porcentaje de población menor de 18 años;2022;8,2
28079 Madrid;2807901 Madrid distrito 01;2807901068 Madrid sección 01068;Porcentaje de población de 65 y más años;2022;19,3
28079 Madrid;2807901 Madrid distrito 01;2807901068 Madrid sección 01068;Población;2022;829
28079 Madrid;2807901 Madrid distrito 01;2807901068 Madrid sección 01068;Porcentaje de población española;2022;72,1
28079 Madrid;2807901 Madrid distrito 01;2807901069 Madrid sección 01069;Edad media de la población;2022;40,8
28079 Madrid;2807901 Madrid distrito 01;2807901069 Madrid sección 01069;Porcentaje de población menor de 18 años;2022;5,2
28079 Madrid;2807901 Madrid distrito 01;2807901069 Madrid sección 01069;Porcentaje de población de 65 y más años;2022;10,3
28079 Madrid;2807901 Madrid distrito 01;2807901069 Madrid sección 01069;Población;2022;956
28079 Madrid;2807901 Madrid distrito 01;2807901069 Madrid sección 01069;Porcentaje de población española;2022;63,4
28079 Madrid;2807901 Madrid distrito 01;2807901071 Madrid sección 01071;Edad media de la población;2022;46,8
28079 Madrid;2807901 Madrid distrito 01;2807901071 Madrid sección 01071;Porcentaje de población menor de 18 años;2022;7,5
28079 Madrid;2807901 Madrid distrito 01;2807901071 Madrid sección 01071;Porcentaje de población de 65 y más años;2022;21,9
28079 Madrid;2807901 Madrid distrito 01;2807901071 Madrid sección 01071;Población;2022;764
28079 Madrid;2807901 Madrid distrito 01;2807901071 Madrid sección 01071;Porcentaje de población española;2022;77,9
28079 Madrid;2807901 Madrid distrito 01;2807901072 Madrid sección 01072;Edad media de la población;2022;45
28079 Madrid;2807901 Madrid distrito 01;2807901072 Madrid sección 01072;Porcentaje de población menor de 18 años;2022;7,3
28079 Madrid;2807901 Madrid distrito 01;2807901072 Madrid sección 01072;Porcentaje de población de 65 y más años;2022;18,2
28079 Madrid;2807901 Madrid distrito 01;2807901072 Madrid sección 01072;Población;2022;1.514
28079 Madrid;2807901 Madrid distrito 01;2807901072 Madrid sección 01072;Porcentaje de población española;2022;74
28079 Madrid;2807901 Madrid distrito 01;2807901073 Madrid sección 01073;Edad media de la población;2022;43,9
28079 Madrid;2807901 Madrid distrito 01;2807901073 Madrid sección 01073;Porcentaje de población menor de 18 años;2022;10,9
28079 Madrid;2807901 Madrid distrito 01;2807901073 Madrid sección 01073;Porcentaje de población de 65 y más años;2022;16,6
28079 Madrid;2807901 Madrid distrito 01;2807901073 Madrid sección 01073;Población;2022;1.741
28079 Madrid;2807901 Madrid distrito 01;2807901073 Madrid sección 01073;Porcentaje de población española;2022;78
28079 Madrid;2807901 Madrid distrito 01;2807901074 Madrid sección 01074;Edad media de la población;2022;42,7
28079 Madrid;2807901 Madrid distrito 01;2807901074 Madrid sección 01074;Porcentaje de población menor de 18 años;2022;6,1
28079 Madrid;2807901 Madrid distrito 01;2807901074 Madrid sección 01074;Porcentaje de población de 65 y más años;2022;13,2
28079 Madrid;2807901 Madrid distrito 01;2807901074 Madrid sección 01074;Población;2022;1.654
28079 Madrid;2807901 Madrid distrito 01;2807901074 Madrid sección 01074;Porcentaje de población española;2022;67,5
28079 Madrid;2807901 Madrid distrito 01;2807901075 Madrid sección 01075;Edad media de la población;2022;43,5
28079 Madrid;2807901 Madrid distrito 01;2807901075 Madrid sección 01075;Porcentaje de población menor de 18 años;2022;5,4
28079 Madrid;2807901 Madrid distrito 01;2807901075 Madrid sección 01075;Porcentaje de población de 65 y más años;2022;13,1
28079 Madrid;2807901 Madrid distrito 01;2807901075 Madrid sección 01075;Población;2022;1.406
28079 Madrid;2807901 Madrid distrito 01;2807901075 Madrid sección 01075;Porcentaje de población española;2022;65,9
28079 Madrid;2807901 Madrid distrito 01;2807901076 Madrid sección 01076;Edad media de la población;2022;42,9
28079 Madrid;2807901 Madrid distrito 01;2807901076 Madrid sección 01076;Porcentaje de población menor de 18 años;2022;6,6
28079 Madrid;2807901 Madrid distrito 01;2807901076 Madrid sección 01076;Porcentaje de población de 65 y más años;2022;15,1
28079 Madrid;2807901 Madrid distrito 01;2807901076 Madrid sección 01076;Población;2022;1.400
28079 Madrid;2807901 Madrid distrito 01;2807901076 Madrid sección 01076;Porcentaje de población española;2022;65,3
28079 Madrid;2807901 Madrid distrito 01;2807901077 Madrid sección 01077;Edad media de la población;2022;44,1
28079 Madrid;2807901 Madrid distrito 01;2807901077 Madrid sección 01077;Porcentaje de población menor de 18 años;2022;8,8
28079 Madrid;2807901 Madrid distrito 01;2807901077 Madrid sección 01077;Porcentaje de población de 65 y más años;2022;15,5
28079 Madrid;2807901 Madrid distrito 01;2807901077 Madrid sección 01077;Población;2022;1.272
28079 Madrid;2807901 Madrid distrito 01;2807901077 Madrid sección 01077;Porcentaje de población española;2022;76,8
28079 Madrid;2807901 Madrid distrito 01;2807901079 Madrid sección 01079;Edad media de la población;2022;43,1
28079 Madrid;2807901 Madrid distrito 01;2807901079 Madrid sección 01079;Porcentaje de población menor de 18 años;2022;8,1
28079 Madrid;2807901 Madrid distrito 01;2807901079 Madrid sección 01079;Porcentaje de población de 65 y más años;2022;14,2
28079 Madrid;2807901 Madrid distrito 01;2807901079 Madrid sección 01079;Población;2022;1.442
28079 Madrid;2807901 Madrid distrito 01;2807901079 Madrid sección 01079;Porcentaje de población española;2022;72,1
28079 Madrid;2807901 Madrid distrito 01;2807901081 Madrid sección 01081;Edad media de la población;2022;42,5
28079 Madrid;2807901 Madrid distrito 01;2807901081 Madrid sección 01081;Porcentaje de población menor de 18 años;2022;6,4
28079 Madrid;2807901 Madrid distrito 01;2807901081 Madrid sección 01081;Porcentaje de población de 65 y más años;2022;13,7
28079 Madrid;2807901 Madrid distrito 01;2807901081 Madrid sección 01081;Población;2022;1.590
28079 Madrid;2807901 Madrid distrito 01;2807901081 Madrid sección 01081;Porcentaje de población española;2022;69,2
28079 Madrid;2807901 Madrid distrito 01;2807901082 Madrid sección 01082;Edad media de la población;2022;43
28079 Madrid;2807901 Madrid distrito 01;2807901082 Madrid sección 01082;Porcentaje de población menor de 18 años;2022;7,2
28079 Madrid;2807901 Madrid distrito 01;2807901082 Madrid sección 01082;Porcentaje de población de 65 y más años;2022;14,2
28079 Madrid;2807901 Madrid distrito 01;2807901082 Madrid sección 01082;Población;2022;1.646
28079 Madrid;2807901 Madrid distrito 01;2807901082 Madrid sección 01082;Porcentaje de población española;2022;72,1
28079 Madrid;2807901 Madrid distrito 01;2807901084 Madrid sección 01084;Edad media de la población;2022;46
28079 Madrid;2807901 Madrid distrito 01;2807901084 Madrid sección 01084;Porcentaje de población menor de 18 años;2022;9,3
28079 Madrid;2807901 Madrid distrito 01;2807901084 Madrid sección 01084;Porcentaje de población de 65 y más años;2022;21
28079 Madrid;2807901 Madrid distrito 01;2807901084 Madrid sección 01084;Población;2022;1.532
28079 Madrid;2807901 Madrid distrito 01;2807901084 Madrid sección 01084;Porcentaje de población española;2022;80,7
28079 Madrid;2807901 Madrid distrito 01;2807901087 Madrid sección 01087;Edad media de la población;2022;42,5
28079 Madrid;2807901 Madrid distrito 01;2807901087 Madrid sección 01087;Porcentaje de población menor de 18 años;2022;11,2
28079 Madrid;2807901 Madrid distrito 01;2807901087 Madrid sección 01087;Porcentaje de población de 65 y más años;2022;14,5
28079 Madrid;2807901 Madrid distrito 01;2807901087 Madrid sección 01087;Población;2022;1.399
28079 Madrid;2807901 Madrid distrito 01;2807901087 Madrid sección 01087;Porcentaje de población española;2022;79,8
28079 Madrid;2807901 Madrid distrito 01;2807901088 Madrid sección 01088;Edad media de la población;2022;43,3
28079 Madrid;2807901 Madrid distrito 01;2807901088 Madrid sección 01088;Porcentaje de población menor de 18 años;2022;8,6
28079 Madrid;2807901 Madrid distrito 01;2807901088 Madrid sección 01088;Porcentaje de población de 65 y más años;2022;16,1
28079 Madrid;2807901 Madrid distrito 01;2807901088 Madrid sección 01088;Población;2022;1.159
28079 Madrid;2807901 Madrid distrito 01;2807901088 Madrid sección 01088;Porcentaje de población española;2022;78,2
28079 Madrid;2807901 Madrid distrito 01;2807901089 Madrid sección 01089;Edad media de la población;2022;46,6
28079 Madrid;2807901 Madrid distrito 01;2807901089 Madrid sección 01089;Porcentaje de población menor de 18 años;2022;7,8
28079 Madrid;2807901 Madrid distrito 01;2807901089 Madrid sección 01089;Porcentaje de población de 65 y más años;2022;23,4
28079 Madrid;2807901 Madrid distrito 01;2807901089 Madrid sección 01089;Población;2022;1.416
28079 Madrid;2807901 Madrid distrito 01;2807901089 Madrid sección 01089;Porcentaje de población española;2022;81,5
28079 Madrid;2807901 Madrid distrito 01;2807901090 Madrid sección 01090;Edad media de la población;2022;43,7
28079 Madrid;2807901 Madrid distrito 01;2807901090 Madrid sección 01090;Porcentaje de población menor de 18 años;2022;8,7
28079 Madrid;2807901 Madrid distrito 01;2807901090 Madrid sección 01090;Porcentaje de población de 65 y más años;2022;17,4
28079 Madrid;2807901 Madrid distrito 01;2807901090 Madrid sección 01090;Población;2022;782
28079 Madrid;2807901 Madrid distrito 01;2807901090 Madrid sección 01090;Porcentaje de población española;2022;76,6
28079 Madrid;2807901 Madrid distrito 01;2807901091 Madrid sección 01091;Edad media de la población;2022;43,7
